,participant_id,condition,imageid,headline,before_AI_Real_Fake,confidence_rating_before_AI,with_AI_Real_Fake,confidence_rating_with_AI,ground_truth_with_AI,with_AI_seen_before,after_AI_ground_truth,after_AI_Real_Fake,confidence_rating_after_AI
112,64226a9ac7739618beeee60d,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Fake,Fake,100
113,64226a9ac7739618beeee60d,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
114,64226a9ac7739618beeee60d,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Real,80
115,64226a9ac7739618beeee60d,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,70
116,647dde92d730823a9e5c7f0f,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,89,REAL,89,Real,No,Fake,Fake,62
117,647dde92d730823a9e5c7f0f,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,98,REAL,98,Real,Yes,Fake,Real,50
118,647dde92d730823a9e5c7f0f,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,Yes,Real,Real,69
119,647dde92d730823a9e5c7f0f,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,60
120,65178713fd459dd31fbfb62b,1,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
121,65178713fd459dd31fbfb62b,1,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,100,REAL,100,Real,Yes,Fake,Fake,100
122,65178713fd459dd31fbfb62b,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,Real,No,Real,Real,100
123,65178713fd459dd31fbfb62b,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,100,FAKE,100,Fake,No,Real,Fake,100
124,651865050634b0ca55fc0d0d,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,100
125,651865050634b0ca55fc0d0d,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
126,651865050634b0ca55fc0d0d,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,Yes,Real,Real,100
127,651865050634b0ca55fc0d0d,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Fake,50
128,6526ba5706ea8e4e5cafde48,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,100,REAL,100,Real,No,Fake,Fake,80
129,6526ba5706ea8e4e5cafde48,1,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
130,6526ba5706ea8e4e5cafde48,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,Real,Yes,Real,Real,83
131,6526ba5706ea8e4e5cafde48,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Real,Real,82
132,65599c698363f734b0325aa2,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,50
133,65599c698363f734b0325aa2,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
134,65599c698363f734b0325aa2,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,Yes,Real,Real,90
135,65599c698363f734b0325aa2,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,Yes,Real,Real,86
136,655fa181e4a69a513fd68aa0,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,66,REAL,66,Real,No,Fake,Fake,27
137,655fa181e4a69a513fd68aa0,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,62,FAKE,62,Fake,No,Fake,Fake,39
138,655fa181e4a69a513fd68aa0,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,54,FAKE,54,Fake,No,Real,Real,64
139,655fa181e4a69a513fd68aa0,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,75,REAL,75,Real,Yes,Real,Fake,53
140,6562421abbbe0dc4b89ad4ff,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,70
141,6562421abbbe0dc4b89ad4ff,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,70,FAKE,70,Fake,No,Fake,Fake,46
142,6562421abbbe0dc4b89ad4ff,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,80,REAL,80,Real,Yes,Real,Real,30
143,6562421abbbe0dc4b89ad4ff,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,66
144,65624dbc33b93e2696f06d1f,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,REAL,100,REAL,100,Fake,No,Fake,Fake,100
145,65624dbc33b93e2696f06d1f,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,79
146,65624dbc33b93e2696f06d1f,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Real,40
147,65624dbc33b93e2696f06d1f,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,53
148,656330bce859fe9d4d59f7cd,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,70,REAL,70,Real,No,Fake,Fake,64
149,656330bce859fe9d4d59f7cd,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,94,FAKE,94,Fake,Yes,Fake,Fake,17
150,656330bce859fe9d4d59f7cd,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,87,FAKE,87,Fake,No,Real,Real,75
151,656330bce859fe9d4d59f7cd,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,97,REAL,97,Real,Yes,Real,Fake,20
152,65c18c789a79785086046517,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,88,FAKE,88,Fake,No,Fake,Fake,85
153,65c18c789a79785086046517,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,97,FAKE,97,Fake,No,Fake,Fake,85
154,65c18c789a79785086046517,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,95,REAL,95,Real,No,Real,Real,85
155,65c18c789a79785086046517,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,96,REAL,96,Real,No,Real,Real,65
156,65fb580ab7fbb2d518ee8eaa,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,61
157,65fb580ab7fbb2d518ee8eaa,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
158,65fb580ab7fbb2d518ee8eaa,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Real,81
159,65fb580ab7fbb2d518ee8eaa,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Fake,75
160,6600a119385d8631c41cd795,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,100
161,6600a119385d8631c41cd795,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
162,6600a119385d8631c41cd795,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Real,Real,90
163,6600a119385d8631c41cd795,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Fake,100
164,6604610e7a4c3d8b8aa2309f,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,38,REAL,38,Real,No,Fake,Real,37
165,6604610e7a4c3d8b8aa2309f,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",FAKE,89,FAKE,89,Real,No,Fake,Real,50
166,6604610e7a4c3d8b8aa2309f,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Fake,37
167,6604610e7a4c3d8b8aa2309f,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,75,REAL,75,Fake,No,Real,Real,51
168,660cda55786e37b1cbb49717,1,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,70
169,660cda55786e37b1cbb49717,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,64,REAL,64,Real,No,Fake,Fake,55
170,660cda55786e37b1cbb49717,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,Real,No,Real,Real,91
171,660cda55786e37b1cbb49717,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Real,Fake,64
172,66231fc6e1ecba676935943a,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",FAKE,49,FAKE,49,Real,No,Fake,Fake,66
173,66231fc6e1ecba676935943a,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,85,FAKE,85,Fake,No,Fake,Fake,54
174,66231fc6e1ecba676935943a,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,84,REAL,84,Real,Yes,Real,Fake,50
175,66231fc6e1ecba676935943a,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,81,REAL,81,Fake,Yes,Real,Fake,55
176,66293ce3dba0764775195e58,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,73,FAKE,73,Fake,No,Fake,Fake,78
177,66293ce3dba0764775195e58,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",FAKE,63,FAKE,63,Real,No,Fake,Fake,64
178,66293ce3dba0764775195e58,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,82,FAKE,82,Fake,No,Real,Real,80
179,66293ce3dba0764775195e58,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,84,REAL,84,Real,Yes,Real,Fake,77
180,663d8f0edfd87b4c1f590b99,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",FAKE,84,FAKE,84,Real,No,Fake,Fake,36
181,663d8f0edfd87b4c1f590b99,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,90,FAKE,90,Fake,No,Fake,Fake,22
182,663d8f0edfd87b4c1f590b99,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,40,FAKE,40,Fake,Yes,Real,Fake,23
183,663d8f0edfd87b4c1f590b99,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,55,REAL,55,Real,No,Real,Fake,11
184,66451cf935a985828f197f7e,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Real,44
185,66451cf935a985828f197f7e,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Fake,Real,47
186,66451cf935a985828f197f7e,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Real,100
187,66451cf935a985828f197f7e,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,Yes,Real,Real,48
188,664921b8a4c8fcf533571f7a,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,92,FAKE,92,Fake,No,Fake,Fake,70
189,664921b8a4c8fcf533571f7a,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Fake,Real,70
190,664921b8a4c8fcf533571f7a,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Real,90
191,664921b8a4c8fcf533571f7a,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,95,REAL,95,Real,No,Real,Fake,90
192,6650a822a7a14d7179997510,1,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,91
193,6650a822a7a14d7179997510,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,50
194,6650a822a7a14d7179997510,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,100,REAL,100,Real,Yes,Real,Real,76
195,6650a822a7a14d7179997510,1,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,100,REAL,100,Real,Yes,Real,Fake,60
196,6651193f302387e52405119a,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,80,REAL,80,Real,No,Fake,Real,60
197,6651193f302387e52405119a,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,REAL,70,REAL,70,Fake,No,Fake,Fake,40
198,6651193f302387e52405119a,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,80,REAL,80,Real,No,Real,Fake,70
199,6651193f302387e52405119a,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Real,60
200,66562875b665d8e2b1b6fc66,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,Real,No,Fake,Fake,86
201,66562875b665d8e2b1b6fc66,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,96
202,66562875b665d8e2b1b6fc66,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,92,REAL,92,Real,No,Real,Real,50
203,66562875b665d8e2b1b6fc66,1,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Real,71
204,666b4944d7f80b9099b5af20,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,100
205,666b4944d7f80b9099b5af20,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
206,666b4944d7f80b9099b5af20,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Real,100
207,666b4944d7f80b9099b5af20,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Real,49
208,666c7b666fa83d9dad4c6451,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,80,FAKE,80,Fake,No,Fake,Fake,90
209,666c7b666fa83d9dad4c6451,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,90,REAL,90,Real,No,Fake,Fake,90
210,666c7b666fa83d9dad4c6451,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,100
211,666c7b666fa83d9dad4c6451,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Fake,80
212,667276ecddde99f604ca82af,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Fake,Fake,70
213,667276ecddde99f604ca82af,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,99
214,667276ecddde99f604ca82af,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,99,REAL,99,Fake,No,Real,Real,85
215,667276ecddde99f604ca82af,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Real,90
216,667d81a95170bdd075f74203,1,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
217,667d81a95170bdd075f74203,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,100,REAL,100,Real,Yes,Fake,Fake,100
218,667d81a95170bdd075f74203,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,Real,No,Real,Real,100
219,667d81a95170bdd075f74203,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Real,Real,100
220,66850d6815e2f00ae6f89a38,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,100,REAL,100,Real,Yes,Fake,Real,90
221,66850d6815e2f00ae6f89a38,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,90
222,66850d6815e2f00ae6f89a38,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,100,REAL,100,Real,Yes,Real,Real,90
223,66850d6815e2f00ae6f89a38,1,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,100,FAKE,100,Fake,No,Real,Real,70
224,66881fbe723bc57d75a2c268,1,5,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",REAL,42,REAL,42,Real,No,Fake,Fake,67
225,66881fbe723bc57d75a2c268,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,72,REAL,72,Real,No,Fake,Fake,71
226,66881fbe723bc57d75a2c268,1,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,68,FAKE,68,Fake,No,Real,Real,83
